,userId,movieId,rating,movie_idx
2396,25,589,5.0,8
2397,25,592,5.0,23
2398,25,597,3.0,61
2405,25,648,3.0,39
2417,25,733,3.0,84
2418,25,736,2.0,80
2426,25,788,2.0,199
2444,25,904,5.0,190
2451,25,924,3.0,108
2469,25,1073,4.0,90
2474,25,1089,3.0,68
2476,25,1097,5.0,82
2479,25,1136,3.0,60
2482,25,1193,4.0,65
2483,25,1196,4.0,12
2484,25,1197,5.0,52
2485,25,1198,5.0,18
2486,25,1200,3.0,76
2487,25,1210,3.0,20
2488,25,1214,4.0,45
2490,25,1219,4.0,194
2493,25,1240,4.0,69
2496,25,1258,2.0,106
2497,25,1259,3.0,165
2498,25,1265,4.0,50
2501,25,1270,4.0,33
2504,25,1291,5.0,56
2506,25,1307,3.0,187
2517,25,1356,3.0,166
2530,25,1391,3.0,182
2547,25,1517,3.0,134
2548,25,1527,5.0,94
2559,25,1580,2.0,37
2561,25,1584,3.0,198
2568,25,1610,3.0,169
2570,25,1617,4.0,141
2575,25,1653,4.0,185
2589,25,1732,3.0,116
2596,25,1784,2.0,147
2620,25,1917,2.0,158
2625,25,1923,4.0,118
2629,25,1968,2.0,98
2642,25,2011,2.0,181
2643,25,2012,3.0,173
2676,25,2115,3.0,111
2693,25,2174,4.0,163
2723,25,2355,3.0,161
2733,25,2396,4.0,162
2758,25,2502,2.0,150
2767,25,2571,4.0,4
2773,25,2617,3.0,178
2775,25,2628,3.0,57
2783,25,2683,3.0,85
2789,25,2706,3.0,126
2792,25,2716,4.0,87
2801,25,2762,4.0,29
2804,25,2791,2.0,179
2806,25,2797,3.0,164
2815,25,2858,4.0,14
2825,25,2916,3.0,174
2826,25,2918,5.0,110
2829,25,2959,5.0,10
2832,25,2987,5.0,142
2834,25,2997,4.0,138
2860,25,3114,2.0,144
2932,25,3578,3.0,35
2967,25,3793,4.0,63
4194,35,6,3.5,127
4195,35,16,2.5,197
4196,35,21,3.0,172
4199,35,32,3.5,31
4200,35,47,3.0,15
4201,35,50,3.5,13
4203,35,95,2.0,192
4204,35,110,3.5,7
4207,35,161,3.0,125
4211,35,253,3.0,107
4212,35,260,4.0,5
4214,35,293,4.5,64
4215,35,296,4.5,2
4217,35,316,4.0,55
4218,35,318,3.5,1
4221,35,349,3.0,102
4223,35,356,4.0,0
4224,35,377,1.5,34
4228,35,457,3.0,22
4231,35,480,2.5,6
4236,35,527,3.0,9
4238,35,541,4.0,79
4241,35,589,4.5,8
4242,35,590,4.0,38
4243,35,592,2.5,23
4244,35,593,2.5,3
4246,35,608,3.0,28
4252,35,733,1.0,84
4253,35,736,2.5,80
4254,35,778,3.5,130
4255,35,780,3.0,16
4257,35,858,4.5,21
4260,35,924,3.0,108
4262,35,1036,2.0,47
4265,35,1080,3.5,171
4266,35,1089,3.0,68
4269,35,1101,3.0,196
4272,35,1136,3.5,60
4274,35,1196,4.0,12
4275,35,1197,2.5,52
4276,35,1198,2.5,18
4278,35,1200,4.0,76
4280,35,1206,2.5,86
4281,35,1208,3.0,113
4283,35,1210,4.0,20
4284,35,1213,4.0,75
4285,35,1214,3.5,45
4287,35,1221,4.0,73
4288,35,1222,4.0,128
4292,35,1240,4.5,69
4302,35,1356,3.5,166
4309,35,1517,2.5,134
4310,35,1527,4.5,94
4311,35,1580,3.0,37
4312,35,1584,3.5,198
4316,35,1610,4.5,169
4317,35,1617,3.0,141
4321,35,1653,3.5,185
4323,35,1682,1.5,77
4324,35,1704,3.0,53
4326,35,1732,4.0,116
4335,35,2012,2.5,173
4338,35,2028,3.5,24
4349,35,2329,2.5,72
4356,35,2502,2.0,150
4359,35,2571,4.0,4
4362,35,2628,4.0,57
4363,35,2683,2.5,85
4366,35,2706,3.0,126
4367,35,2716,1.5,87
4368,35,2762,3.0,29
4371,35,2858,4.0,14
4374,35,2916,3.0,174
4378,35,2959,3.5,10
4381,35,2997,2.5,138
4389,35,3147,2.5,101
4420,35,3578,4.0,35
4426,35,3793,3.5,63
4429,35,3949,2.0,146
4434,35,3996,2.5,103
4435,35,4011,3.5,154
4438,35,4022,3.5,136
4439,35,4027,3.5,151
4444,35,4226,3.5,41
4460,35,4878,4.0,109
4462,35,4993,3.0,19
4463,35,4995,3.0,81
4471,35,5349,3.5,83
4472,35,5378,4.0,159
4473,35,5418,3.5,100
4474,35,5445,3.5,88
4487,35,5952,3.5,25
4490,35,5989,3.5,97
4495,35,6365,3.5,148
4501,35,6539,2.0,44
4512,35,6874,4.0,70
4526,35,7153,3.5,26
4528,35,7361,2.5,71
4529,35,7438,4.0,105
4558,35,8961,3.5,78
4582,35,32587,3.5,193
4589,35,33794,4.5,92
4621,35,44191,3.0,137
4636,35,48516,2.5,114
4639,35,48780,1.5,170
4698,35,58559,3.5,43
4702,35,59315,4.5,152
4707,35,60069,4.0,122
4763,35,72998,5.0,145
8035,44,1,5.0,11
8036,44,6,3.0,127
8037,44,10,3.0,66
8039,44,21,3.0,172
8040,44,32,4.0,31
8041,44,39,3.0,121
8042,44,50,5.0,13
8048,44,95,3.0,192
8049,44,104,2.0,139
8051,44,110,4.0,7
8053,44,141,4.0,183
8054,44,150,3.0,17
8056,44,153,2.0,59
8061,44,185,2.0,99
8063,44,208,1.0,95
8068,44,260,5.0,5
8071,44,296,3.0,2
8074,44,316,3.0,55
8075,44,329,4.0,112
8076,44,349,4.0,102
8078,44,356,4.0,0
8079,44,357,4.0,124
8080,44,364,4.0,32
8081,44,367,3.0,42
8082,44,377,2.0,34
8084,44,380,4.0,30
8086,44,410,2.0,191
8090,44,434,2.0,132
8093,44,457,5.0,22
8097,44,480,5.0,6
8101,44,500,3.0,48
8106,44,527,5.0,9
8108,44,539,3.0,117
8109,44,541,5.0,79
8110,44,551,4.0,155
8113,44,587,2.0,96
8114,44,588,4.0,27
8115,44,589,4.0,8
8116,44,590,3.0,38
8117,44,592,4.0,23
8118,44,593,5.0,3
8120,44,595,5.0,46
8122,44,597,3.0,61
8123,44,608,4.0,28
8125,44,648,4.0,39
8133,44,733,3.0,84
8134,44,736,2.0,80
8137,44,750,5.0,143
8140,44,778,4.0,130
8141,44,780,3.0,16
8149,44,858,5.0,21
8157,44,904,5.0,190
8160,44,912,5.0,135
8166,44,924,5.0,108
8180,44,1036,4.0,47
8186,44,1080,4.0,171
8190,44,1101,4.0,196
8193,44,1136,5.0,60
8198,44,1193,4.0,65
8199,44,1196,4.0,12
8200,44,1197,5.0,52
8201,44,1198,5.0,18
8202,44,1200,4.0,76
8205,44,1206,4.0,86
8206,44,1208,4.0,113
8207,44,1210,4.0,20
8209,44,1220,4.0,189
8210,44,1221,5.0,73
8211,44,1222,4.0,128
8215,44,1240,4.0,69
8225,44,1265,5.0,50
8229,44,1270,4.0,33
8241,44,1291,4.0,56
8245,44,1356,4.0,166
8258,44,1391,4.0,182
8270,44,1517,4.0,134
8272,44,1527,4.0,94
8278,44,1580,4.0,37
8279,44,1584,3.0,198
8284,44,1610,4.0,169
8287,44,1617,5.0,141
8292,44,1653,5.0,185
8298,44,1682,4.0,77
8301,44,1704,3.0,53
8303,44,1721,2.0,58
8309,44,1784,4.0,147
8321,44,1968,4.0,98
8331,44,2028,5.0,24
8344,44,2115,3.0,111
8349,44,2174,3.0,163
8365,44,2324,5.0,176
8369,44,2355,4.0,161
8373,44,2396,5.0,162
8386,44,2571,5.0,4
8391,44,2617,3.0,178
8392,44,2628,3.0,57
8397,44,2683,3.0,85
8402,44,2706,4.0,126
8404,44,2716,5.0,87
8408,44,2762,5.0,29
8411,44,2791,5.0,179
8412,44,2797,3.0,164
8415,44,2858,5.0,14
8416,44,2916,4.0,174
8418,44,2918,5.0,110
8429,44,2987,3.0,142
8432,44,2997,4.0,138
8449,44,3114,4.0,144
8482,44,3578,4.0,35
9428,39,1,4.0,11
9430,39,6,4.5,127
9431,39,16,5.0,197
9432,39,19,3.5,177
9435,39,32,4.0,31
9436,39,34,4.5,74
9438,39,39,4.0,121
9440,39,47,4.5,15
9442,39,50,3.0,13
9444,39,104,3.0,139
9445,39,110,4.0,7
9446,39,111,4.0,123
9448,39,141,3.0,183
9450,39,153,2.5,59
9454,39,185,3.0,99
9458,39,223,3.0,120
9459,39,231,4.5,62
9461,39,253,4.0,107
9462,39,260,3.5,5
9465,39,293,4.0,64
9466,39,296,4.5,2
9468,39,316,3.0,55
9470,39,318,5.0,1
9472,39,344,3.5,40
9476,39,356,4.0,0
9477,39,357,4.5,124
9478,39,364,4.0,32
9480,39,367,3.5,42
9482,39,377,3.0,34
9486,39,480,4.0,6
9487,39,500,3.5,48
9490,39,527,5.0,9
9495,39,586,3.0,93
9496,39,587,4.0,96
9497,39,588,4.0,27
9498,39,589,4.0,8
9499,39,590,5.0,38
9500,39,593,5.0,3
9501,39,595,3.5,46
9503,39,597,3.5,61
9504,39,608,4.0,28
9509,39,736,3.5,80
9511,39,778,5.0,130
9512,39,780,3.0,16
9517,39,788,3.5,199
9518,39,858,5.0,21
9520,39,919,4.0,156
9521,39,924,1.0,108
9525,39,1036,3.0,47
9530,39,1073,4.0,90
9533,39,1089,4.0,68
9538,39,1097,4.5,82
9539,39,1101,3.0,196
9541,39,1136,4.0,60
9544,39,1193,5.0,65
9545,39,1196,3.5,12
9546,39,1197,4.5,52
9550,39,1208,5.0,113
9551,39,1210,3.5,20
9552,39,1213,5.0,75
9553,39,1214,4.0,45
9556,39,1221,5.0,73
9557,39,1222,4.0,128
9560,39,1240,3.5,69
9562,39,1258,3.5,106
9564,39,1265,4.0,50
9579,39,1387,5.0,168
9580,39,1391,3.5,182
9589,39,1517,4.0,134
9590,39,1527,3.5,94
9593,39,1580,3.5,37
9594,39,1617,4.0,141
9601,39,1682,4.0,77
9603,39,1704,4.5,53
9606,39,1732,5.0,116
9610,39,1784,3.0,147
9617,39,1917,2.5,158
9620,39,1961,4.0,149
9622,39,1968,3.5,98
9630,39,2028,4.0,24
9639,39,2115,3.0,111
9644,39,2174,3.5,163
9656,39,2324,4.0,176
9657,39,2329,4.0,72
9658,39,2355,4.0,161
9662,39,2396,4.0,162
9668,39,2502,4.5,150
9672,39,2571,4.0,4
9676,39,2617,3.5,178
9679,39,2683,4.0,85
9684,39,2706,2.5,126
9691,39,2762,4.5,29
9693,39,2797,4.0,164
9696,39,2858,2.5,14
9700,39,2916,3.0,174
9701,39,2918,3.5,110
9702,39,2959,4.5,10
9703,39,2987,4.0,142
9704,39,2997,4.0,138
9716,39,3114,4.0,144
9717,39,3147,4.0,101
9752,39,3793,3.5,63
9756,39,3897,4.0,195
9758,39,3949,4.0,146
9761,39,3996,4.5,103
9763,39,4011,4.5,154
9765,39,4022,3.5,136
9768,39,4027,4.0,151
9775,39,4226,4.5,41
9781,39,4306,3.5,36
9800,39,4878,4.0,109
9801,39,4886,4.0,67
9802,39,4896,3.5,115
9804,39,4973,5.0,89
9808,39,4993,4.5,19
9814,39,5218,3.5,186
9823,39,5418,3.5,100
9824,39,5445,4.0,88
9836,39,5816,3.5,129
9840,39,5952,4.5,25
9856,39,6365,3.0,148
9858,39,6377,5.0,54
9861,39,6539,4.0,44
9867,39,6874,4.0,70
9876,39,7153,4.5,26
9884,39,7361,4.5,71
9886,39,7438,4.0,105
9895,39,8360,3.5,160
9896,39,8368,3.5,153
9915,39,8961,3.5,78
9929,39,32587,4.5,193
9932,39,33794,4.0,92
10360,6,1,2.5,11
10361,6,2,2.5,104
10364,6,6,4.0,127
10366,6,10,4.5,66
10368,6,16,3.5,197
10371,6,19,1.5,177
10375,6,34,1.0,74
10376,6,39,4.0,121
10378,6,47,4.0,15
10380,6,50,3.0,13
10384,6,95,3.5,192
10385,6,104,4.5,139
10386,6,110,2.5,7
10389,6,141,3.0,183
10390,6,150,3.0,17
10391,6,153,3.0,59
10395,6,165,3.5,49
10400,6,185,3.0,99
10404,6,208,4.0,95
10406,6,223,1.0,120
10407,6,231,3.5,62
10410,6,253,2.5,107
10412,6,260,5.0,5
10417,6,292,2.5,131
10418,6,293,4.0,64
10419,6,296,2.0,2
10421,6,316,3.5,55
10423,6,318,3.0,1
10426,6,339,3.5,140
10427,6,344,2.5,40
10431,6,356,3.5,0
10432,6,357,1.0,124
10434,6,364,4.5,32
10435,6,367,3.0,42
10439,6,377,5.0,34
10441,6,380,3.5,30
10442,6,410,3.5,191
10445,6,434,3.0,132
10450,6,454,3.5,133
10452,6,457,4.5,22
10454,6,480,3.5,6
10456,6,500,3.0,48
10460,6,527,4.0,9
10462,6,539,3.5,117
10463,6,541,2.0,79
10465,6,551,2.0,155
10471,6,586,1.0,93
10472,6,587,2.0,96
10473,6,588,3.5,27
10474,6,589,3.5,8
10475,6,590,4.0,38
10476,6,592,4.0,23
10477,6,593,3.5,3
10479,6,595,4.5,46
10481,6,597,4.5,61
10482,6,608,2.5,28
10487,6,648,4.0,39
10492,6,736,4.0,80
10495,6,780,4.0,16
10499,6,788,1.0,199
10506,6,858,4.0,21
10510,6,912,4.5,135
10511,6,919,3.0,156
10514,6,924,1.5,108
10528,6,1036,3.0,47
10533,6,1073,0.5,90
10535,6,1089,3.5,68
10537,6,1097,1.5,82
10538,6,1101,3.5,196
10544,6,1136,3.5,60
10545,6,1193,3.0,65
10546,6,1196,5.0,12
10547,6,1197,5.0,52
10548,6,1198,5.0,18
10549,6,1200,2.5,76
10551,6,1206,3.0,86
10553,6,1208,3.0,113
10554,6,1210,5.0,20
10555,6,1213,3.5,75
10556,6,1214,2.0,45
10558,6,1219,4.5,194
10559,6,1220,3.0,189
10560,6,1221,3.0,73
10561,6,1222,2.5,128
10564,6,1240,4.0,69
10566,6,1258,3.5,106
10567,6,1265,2.5,50
10569,6,1270,3.0,33
10575,6,1291,5.0,56
10579,6,1307,3.5,187
10590,6,1387,3.5,168
10592,6,1391,3.0,182
10593,6,1393,4.5,188
10609,6,1517,4.0,134
10610,6,1527,3.0,94
10617,6,1580,4.0,37
10618,6,1584,2.5,198
10625,6,1610,3.0,169
10627,6,1617,3.5,141
10634,6,1653,2.5,185
10641,6,1682,4.5,77
10645,6,1704,4.5,53
10648,6,1721,3.0,58
10651,6,1732,0.5,116
10654,6,1784,4.0,147
10673,6,1917,3.0,158
10675,6,1923,4.0,118
10677,6,1961,2.5,149
10679,6,1968,3.0,98
10689,6,2011,1.0,181
10690,6,2012,1.0,173
10694,6,2028,4.0,24
10711,6,2115,4.0,111
10723,6,2174,2.5,163
10739,6,2324,2.5,176
10740,6,2329,2.5,72
10746,6,2355,3.0,161
10749,6,2396,3.5,162
10770,6,2502,5.0,150
10776,6,2571,4.5,4
10783,6,2617,4.0,178
10784,6,2628,3.0,57
10789,6,2683,3.5,85
10796,6,2706,4.0,126
10800,6,2716,2.0,87
10807,6,2762,2.5,29
10809,6,2791,4.0,179
10811,6,2797,3.0,164
10818,6,2858,5.0,14
10824,6,2916,2.0,174
10825,6,2918,4.0,110
10831,6,2959,2.5,10
10833,6,2987,2.5,142
10837,6,2997,4.5,138
10852,6,3114,3.0,144
10854,6,3147,3.5,101
10903,6,3578,4.0,35
10928,6,3793,4.5,63
10939,6,3897,3.5,195
10942,6,3948,4.0,167
10943,6,3949,3.0,146
10952,6,3996,3.0,103
10953,6,4011,3.0,154
10959,6,4022,2.0,136
10961,6,4027,2.0,151
10976,6,4226,4.0,41
10982,6,4306,5.0,36
11023,6,4878,2.5,109
11024,6,4886,4.5,67
11026,6,4896,5.0,115
11029,6,4963,3.5,91
11031,6,4973,2.0,89
11034,6,4993,4.5,19
11035,6,4995,3.5,81
11044,6,5218,3.5,186
11054,6,5349,4.5,83
11055,6,5378,3.0,159
11057,6,5418,4.5,100
11060,6,5445,3.0,88
11071,6,5618,2.5,180
11080,6,5816,5.0,129
11083,6,5952,4.0,25
11085,6,5989,3.5,97
11099,6,6365,4.0,148
11101,6,6377,4.5,54
11109,6,6539,5.0,44
11125,6,6874,3.0,70
11143,6,7153,4.5,26
11154,6,7361,4.5,71
11156,6,7438,3.0,105
11164,6,8360,3.5,160
11167,6,8368,5.0,153
11198,6,8961,3.5,78
11230,6,32587,5.0,193
11240,6,33794,2.5,92
11272,6,44191,3.0,137
11308,6,48516,3.5,114
11311,6,48780,3.5,170
11404,6,58559,5.0,43
11410,6,59315,4.5,152
11422,6,60069,4.5,122
11463,6,68157,4.5,175
11470,6,68954,3.0,119
11497,6,72998,5.0,145
11516,6,79132,5.0,51
13549,38,1,3.0,11
13552,38,104,4.0,139
13553,38,356,0.5,0
13554,38,357,2.5,124
13555,38,588,1.0,27
13557,38,750,4.5,143
13558,38,788,2.5,199
13579,38,1080,1.0,171
13580,38,1136,2.5,60
13582,38,1197,2.0,52
13587,38,1265,1.0,50
13589,38,1270,1.0,33
13592,38,1307,2.5,187
13595,38,1517,2.5,134
13596,38,1580,1.5,37
13597,38,1682,0.5,77
13598,38,1732,2.5,116
13599,38,1923,3.5,118
13603,38,2324,4.5,176
13605,38,2355,3.5,161
13610,38,2683,2.5,85
13611,38,2706,4.0,126
13612,38,2716,1.5,87
13613,38,2791,2.5,179
13614,38,2918,1.5,110
13617,38,2987,1.5,142
13618,38,2997,3.0,138
13623,38,3114,3.0,144
13641,38,3948,4.0,167
13649,38,4306,3.0,36
13656,38,4886,4.5,67
13660,38,4973,2.0,89
13665,38,5218,4.0,186
13702,38,8360,4.5,160
14121,34,1,4.0,11
14122,34,2,3.0,104
14124,34,6,5.0,127
14125,34,10,3.5,66
14126,34,16,4.5,197
14127,34,19,2.0,177
14128,34,21,4.0,172
14132,34,32,4.0,31
14134,34,39,1.5,121
14136,34,47,4.5,15
14137,34,50,4.5,13
14141,34,95,3.0,192
14142,34,104,1.5,139
14143,34,110,4.0,7
14144,34,111,4.0,123
14146,34,150,3.5,17
14148,34,153,2.0,59
14151,34,161,3.5,125
14153,34,165,3.0,49
14156,34,185,2.0,99
14159,34,208,2.5,95
14160,34,223,3.0,120
14162,34,231,3.0,62
14167,34,253,4.5,107
14168,34,260,4.5,5
14170,34,288,3.5,157
14171,34,292,3.5,131
14172,34,293,4.0,64
14173,34,296,4.5,2
14175,34,316,4.0,55
14176,34,318,2.0,1
14178,34,329,2.0,112
14180,34,344,3.0,40
14181,34,349,3.0,102
14184,34,356,3.0,0
14185,34,357,1.5,124
14186,34,364,3.5,32
14187,34,367,3.5,42
14192,34,377,3.0,34
14193,34,380,3.5,30
14195,34,410,3.0,191
14200,34,434,2.0,132
14203,34,454,3.0,133
14204,34,457,4.0,22
14209,34,480,4.5,6
14213,34,500,2.5,48
14218,34,539,2.5,117
14219,34,541,5.0,79
14221,34,551,5.0,155
14225,34,586,2.0,93
14226,34,587,2.5,96
14227,34,588,3.5,27
14228,34,589,4.0,8
14229,34,590,3.5,38
14230,34,592,5.0,23
14231,34,593,4.5,3
14233,34,595,3.0,46
14234,34,597,2.5,61
14236,34,608,3.5,28
14239,34,648,4.0,39
14243,34,733,3.0,84
14244,34,736,2.5,80
14247,34,750,5.0,143
14248,34,778,4.0,130
14249,34,780,3.5,16
14256,34,858,5.0,21
14259,34,904,2.5,190
14261,34,912,4.0,135
14262,34,919,3.0,156
14265,34,924,3.5,108
14268,34,1036,4.0,47
14269,34,1073,3.0,90
14271,34,1080,4.0,171
14272,34,1089,4.0,68
14275,34,1097,3.0,82
14276,34,1101,3.0,196
14280,34,1136,5.0,60
14283,34,1193,4.0,65
14284,34,1196,4.5,12
14285,34,1197,5.0,52
14286,34,1198,5.0,18
14288,34,1200,5.0,76
14290,34,1206,5.0,86
14292,34,1208,2.5,113
14293,34,1210,4.0,20
14294,34,1213,4.0,75
14295,34,1214,5.0,45
14297,34,1219,5.0,194
14298,34,1220,5.0,189
14299,34,1221,4.0,73
14302,34,1240,4.5,69
14305,34,1246,2.0,184
14309,34,1258,4.5,106
14310,34,1259,3.0,165
14313,34,1265,4.0,50
14315,34,1270,3.5,33
14320,34,1291,4.0,56
14324,34,1307,2.5,187
14330,34,1356,3.5,166
14340,34,1387,5.0,168
14341,34,1391,4.0,182
14342,34,1393,3.0,188
14350,34,1517,3.5,134
14351,34,1527,4.0,94
14355,34,1580,3.5,37
14356,34,1584,3.0,198
14358,34,1610,4.5,169
14359,34,1617,2.5,141
14362,34,1653,4.5,185
14364,34,1682,4.0,77
14366,34,1704,3.0,53
14377,34,1917,2.5,158
14379,34,1923,3.0,118
14381,34,1961,3.5,149
14383,34,1968,3.0,98
14390,34,2011,2.5,181
14391,34,2012,2.0,173
14393,34,2028,4.5,24
14403,34,2115,3.5,111
14412,34,2174,4.0,163
14423,34,2355,3.5,161
14425,34,2396,2.0,162
14435,34,2502,4.5,150
14440,34,2571,5.0,4
14443,34,2617,3.0,178
14445,34,2628,4.0,57
14451,34,2683,3.5,85
14455,34,2706,2.0,126
14459,34,2716,4.5,87
14463,34,2762,4.0,29
14467,34,2791,4.5,179
14468,34,2797,3.0,164
14475,34,2916,4.5,174
14476,34,2918,3.5,110
14480,34,2959,4.5,10
14482,34,2987,4.0,142
14486,34,2997,3.5,138
14495,34,3114,4.0,144
14496,34,3147,2.5,101
14521,34,3578,3.5,35
14536,34,3793,4.0,63
14547,34,3897,1.5,195
14549,34,3948,2.0,167
14550,34,3949,3.0,146
14554,34,3996,4.5,103
14556,34,4027,4.0,151
14563,34,4226,4.5,41
14567,34,4306,5.0,36
14592,34,4878,4.0,109
14593,34,4886,4.0,67
14594,34,4896,4.0,115
14596,34,4963,3.5,91
14600,34,4993,4.5,19
14606,34,5349,5.0,83
14607,34,5378,4.0,159
14608,34,5418,4.0,100
14610,34,5445,3.5,88
14618,34,5618,4.0,180
14627,34,5952,4.0,25
14629,34,5989,2.5,97
14637,34,6365,3.0,148
14643,34,6539,5.0,44
14658,34,6874,4.0,70
14665,34,7153,4.5,26
14669,34,7438,4.0,105
14682,34,8368,4.5,153
14692,34,8961,4.5,78
16215,24,6,4.0,127
16216,24,16,4.5,197
16217,24,32,3.5,31
16218,24,47,5.0,15
16219,24,50,5.0,13
16220,24,110,3.5,7
16221,24,111,4.5,123
16224,24,260,4.0,5
16225,24,293,5.0,64
16226,24,296,5.0,2
16230,24,318,5.0,1
16231,24,356,3.5,0
16233,24,527,3.5,9
16234,24,541,4.0,79
16235,24,589,4.0,8
16236,24,593,4.5,3
16237,24,608,4.0,28
16240,24,750,4.0,143
16241,24,778,5.0,130
16242,24,858,5.0,21
16244,24,904,4.5,190
16247,24,912,4.0,135
16252,24,924,4.0,108
16255,24,1089,5.0,68
16259,24,1193,4.5,65
16260,24,1198,4.0,18
16264,24,1206,5.0,86
16266,24,1208,5.0,113
16268,24,1213,5.0,75
16269,24,1214,4.0,45
16270,24,1219,4.5,194
16271,24,1221,4.5,73
16272,24,1222,4.0,128
16282,24,1258,4.0,106
16283,24,1259,4.0,165
16286,24,1265,4.0,50
16297,24,1617,4.5,141
16298,24,1704,4.0,53
16301,24,2028,5.0,24
16304,24,2324,3.5,176
16305,24,2329,4.0,72
16309,24,2502,3.0,150
16311,24,2571,4.0,4
16315,24,2762,4.5,29
16317,24,2858,5.0,14
16320,24,2959,5.0,10
16325,24,3147,5.0,101
16337,24,3578,4.0,35
16354,24,3793,3.5,63
