,userId,movieId,rating,movie_idx
2004,42,6373,3.5,249
2005,42,6377,4.0,54
2006,42,6378,3.0,345
2009,42,6539,4.5,44
2014,42,6863,3.5,282
2015,42,6870,4.0,425
2016,42,6874,3.5,70
2018,42,6934,3.0,211
2020,42,7147,4.5,263
2021,42,7153,4.5,26
2023,42,7293,3.0,479
2027,42,7361,4.0,71
2029,42,7438,3.5,105
2033,42,8360,3.5,160
2034,42,8361,3.0,443
2035,42,8368,3.5,153
2036,42,8641,2.5,372
2037,42,8644,3.5,324
2038,42,8665,4.0,234
2039,42,8784,3.5,471
2045,42,8961,3.5,78
2054,42,30793,4.0,325
2058,42,32587,3.5,193
2061,42,33794,4.5,92
2063,42,34405,3.5,444
2074,42,44191,4.5,137
2078,42,45499,4.0,422
2080,42,45722,4.0,245
2081,42,46578,3.5,221
2085,42,48394,4.0,204
2086,42,48516,4.5,114
2087,42,48780,4.5,170
2089,42,50872,3.5,243
2092,42,51662,3.5,209
2094,42,53125,3.5,382
2101,42,54286,4.0,203
2113,42,58559,4.0,43
2114,42,59315,4.0,152
2116,42,59784,4.0,402
2131,42,68157,3.5,175
2134,42,68358,3.5,344
2135,42,68954,4.0,119
2136,42,69122,3.0,229
2140,42,70286,3.5,287
2146,42,72998,4.0,145
2147,42,73017,4.5,351
2152,42,74458,4.5,273
2159,42,77561,4.0,484
2161,42,78499,4.0,389
2162,42,79132,4.5,51
2182,42,89745,4.0,262
2185,42,91500,4.0,399
2186,42,91529,4.0,224
2200,42,99114,4.0,246
2213,42,106782,3.0,393
2216,42,109374,4.0,423
2217,42,109487,4.5,240
2225,42,112852,4.5,342
2229,42,116797,4.5,445
2237,42,122904,3.5,400
2243,42,134130,4.5,467
2274,25,1,4.0,11
2275,25,2,3.0,104
2276,25,3,3.0,418
2277,25,7,2.0,394
2278,25,10,2.0,66
2282,25,19,2.0,177
2283,25,32,4.0,31
2284,25,34,4.0,74
2285,25,44,3.0,498
2286,25,47,3.0,15
2287,25,48,1.0,268
2291,25,70,2.0,383
2295,25,104,2.0,139
2299,25,141,1.0,183
2300,25,153,2.0,59
2301,25,158,3.0,309
2302,25,161,2.0,125
2303,25,165,3.0,49
2305,25,173,1.0,314
2306,25,185,2.0,99
2307,25,186,2.0,463
2309,25,208,2.0,95
2310,25,216,2.0,450
2311,25,223,3.0,120
2312,25,231,2.0,62
2313,25,235,4.0,252
2315,25,253,3.0,107
2318,25,260,4.0,5
2322,25,293,4.0,64
2324,25,316,2.0,55
2328,25,329,2.0,112
2331,25,333,2.0,436
2333,25,339,3.0,140
2334,25,344,2.0,40
2336,25,350,2.0,369
2338,25,353,5.0,293
2339,25,356,2.0,0
2340,25,357,4.0,124
2342,25,364,3.0,32
2344,25,367,4.0,42
2345,25,368,3.0,236
2346,25,370,3.0,349
2349,25,377,4.0,34
2352,25,380,3.0,30
2354,25,410,2.0,191
2356,25,420,2.0,346
2360,25,432,3.0,386
2361,25,434,3.0,132
2362,25,435,2.0,304
2363,25,440,3.0,227
2364,25,442,3.0,205
2368,25,457,4.0,22
2369,25,466,3.0,330
2372,25,474,3.0,256
2373,25,480,2.0,6
2374,25,485,2.0,411
2379,25,500,2.0,48
2382,25,520,2.0,261
2384,25,539,3.0,117
2386,25,541,4.0,79
2390,25,551,5.0,155
2393,25,586,3.0,93
2394,25,587,3.0,96
2395,25,588,3.0,27
2396,25,589,5.0,8
2397,25,592,5.0,23
2398,25,597,3.0,61
2405,25,648,3.0,39
2406,25,653,2.0,290
2407,25,661,3.0,451
2409,25,673,1.0,403
2411,25,708,3.0,348
2417,25,733,3.0,84
2418,25,736,2.0,80
2421,25,745,4.0,468
2424,25,783,4.0,477
2426,25,788,2.0,199
2443,25,903,5.0,331
2444,25,904,5.0,190
2446,25,910,4.0,439
2451,25,924,3.0,108
2461,25,1028,2.0,248
2469,25,1073,4.0,90
2471,25,1079,4.0,247
2474,25,1089,3.0,68
2475,25,1092,2.0,473
2476,25,1097,5.0,82
2477,25,1127,3.0,306
2479,25,1136,3.0,60
2480,25,1148,4.0,381
2482,25,1193,4.0,65
2483,25,1196,4.0,12
2484,25,1197,5.0,52
2485,25,1198,5.0,18
2486,25,1200,3.0,76
2487,25,1210,3.0,20
2488,25,1214,4.0,45
2489,25,1215,3.0,432
2490,25,1219,4.0,194
2491,25,1234,4.0,296
2493,25,1240,4.0,69
2496,25,1258,2.0,106
2497,25,1259,3.0,165
2498,25,1265,4.0,50
2501,25,1270,4.0,33
2502,25,1278,4.0,260
2504,25,1291,5.0,56
2506,25,1307,3.0,187
2517,25,1356,3.0,166
2519,25,1367,1.0,485
2523,25,1374,5.0,312
2526,25,1377,3.0,329
2529,25,1380,3.0,269
2530,25,1391,3.0,182
2531,25,1394,3.0,358
2532,25,1396,3.0,491
2534,25,1407,3.0,258
2543,25,1485,3.0,237
2546,25,1500,2.0,335
2547,25,1517,3.0,134
2548,25,1527,5.0,94
2550,25,1544,1.0,277
2553,25,1552,3.0,336
2558,25,1573,4.0,216
2559,25,1580,2.0,37
2561,25,1584,3.0,198
2568,25,1610,3.0,169
2570,25,1617,4.0,141
2571,25,1625,4.0,217
2573,25,1645,2.0,433
2575,25,1653,4.0,185
2579,25,1676,2.0,206
2589,25,1732,3.0,116
2591,25,1748,3.0,472
2593,25,1777,3.0,373
2596,25,1784,2.0,147
2620,25,1917,2.0,158
2624,25,1921,3.0,486
2625,25,1923,4.0,118
2629,25,1968,2.0,98
2635,25,1994,3.0,487
2636,25,2000,3.0,230
2637,25,2001,2.0,482
2638,25,2002,3.0,499
2641,25,2005,4.0,363
2642,25,2011,2.0,181
2643,25,2012,3.0,173
2660,25,2054,3.0,264
2664,25,2078,2.0,405
2665,25,2081,4.0,276
2671,25,2100,3.0,431
2672,25,2105,3.0,437
2676,25,2115,3.0,111
2685,25,2144,3.0,458
2690,25,2167,3.0,359
2693,25,2174,4.0,163
2715,25,2302,3.0,347
2718,25,2321,3.0,326
2723,25,2355,3.0,161
2733,25,2396,4.0,162
2734,25,2406,3.0,392
2741,25,2424,2.0,438
2752,25,2470,3.0,365
2758,25,2502,2.0,150
2762,25,2539,2.0,488
2767,25,2571,4.0,4
2768,25,2572,3.0,397
2773,25,2617,3.0,178
2775,25,2628,3.0,57
2776,25,2640,3.0,318
2777,25,2641,3.0,452
2780,25,2657,3.0,303
2783,25,2683,3.0,85
2785,25,2694,2.0,466
2786,25,2699,3.0,414
2787,25,2700,4.0,223
2788,25,2701,1.0,412
2789,25,2706,3.0,126
2791,25,2710,2.0,297
2792,25,2716,4.0,87
2793,25,2717,1.0,478
2801,25,2762,4.0,29
2802,25,2763,4.0,462
2804,25,2791,2.0,179
2806,25,2797,3.0,164
2808,25,2804,3.0,390
2815,25,2858,4.0,14
2825,25,2916,3.0,174
2826,25,2918,5.0,110
2829,25,2959,5.0,10
2831,25,2985,3.0,253
2832,25,2987,5.0,142
2834,25,2997,4.0,138
2840,25,3033,2.0,337
2847,25,3052,3.0,210
2853,25,3081,3.0,313
2860,25,3114,2.0,144
2863,25,3175,4.0,232
2864,25,3176,1.0,453
2874,25,3253,2.0,319
2903,25,3421,4.0,315
2910,25,3471,4.0,332
2914,25,3481,2.0,233
2917,25,3489,2.0,407
2927,25,3535,2.0,341
2932,25,3578,3.0,35
2938,25,3623,2.0,220
2941,25,3671,3.0,307
2955,25,3717,2.0,323
2960,25,3751,3.0,215
2966,25,3785,1.0,442
2967,25,3793,4.0,63
3219,52,1,3.5,11
3220,52,2,3.5,104
3221,52,10,5.0,66
3222,52,19,2.5,177
3224,52,44,1.0,498
3225,52,48,3.0,268
3226,52,145,3.0,430
3227,52,165,3.5,49
3229,52,260,4.5,5
3230,52,293,3.0,64
3231,52,296,3.5,2
3233,52,356,4.5,0
3234,52,364,4.0,32
3235,52,367,3.0,42
3236,52,370,5.0,349
3237,52,435,1.0,304
3238,52,480,4.0,6
3239,52,500,2.5,48
3240,52,541,3.5,79
3241,52,551,0.5,155
3242,52,586,2.5,93
3243,52,588,4.0,27
3244,52,589,3.5,8
3245,52,592,3.5,23
3246,52,597,4.0,61
3247,52,648,4.5,39
3249,52,733,3.5,84
3251,52,745,3.0,468
3252,52,780,3.5,16
3253,52,858,2.5,21
3255,52,1036,3.5,47
3256,52,1148,3.0,381
3257,52,1196,4.5,12
3258,52,1198,4.0,18
3259,52,1200,2.0,76
3260,52,1210,4.5,20
3261,52,1214,1.5,45
3262,52,1221,2.5,73
3263,52,1230,2.5,356
3264,52,1240,3.5,69
3265,52,1265,3.5,50
3266,52,1270,5.0,33
3267,52,1291,4.0,56
3268,52,1370,3.5,266
3269,52,1391,0.5,182
3270,52,1527,2.5,94
3271,52,1544,4.5,277
3272,52,1573,2.5,216
3273,52,1580,4.5,37
3274,52,1704,3.5,53
3275,52,1721,3.5,58
3279,52,2000,3.5,230
3280,52,2001,2.5,482
3281,52,2002,3.5,499
3282,52,2006,2.5,333
3283,52,2011,5.0,181
3284,52,2012,5.0,173
3288,52,2115,4.0,111
3289,52,2167,3.5,359
3290,52,2174,1.0,163
3293,52,2355,3.0,161
3298,52,2424,4.0,438
3299,52,2529,4.0,375
3301,52,2571,4.0,4
3302,52,2617,3.5,178
3303,52,2628,4.0,57
3304,52,2671,4.0,379
3305,52,2683,2.5,85
3306,52,2700,2.5,223
3307,52,2706,5.0,126
3308,52,2716,3.5,87
3309,52,2717,4.0,478
3311,52,2762,0.5,29
3312,52,2763,4.0,462
3313,52,2858,2.0,14
3314,52,2916,4.0,174
3315,52,2947,4.5,406
3319,52,2959,2.0,10
3320,52,2985,3.5,253
3325,52,3000,0.5,469
3328,52,3114,3.5,144
3329,52,3253,4.0,319
3331,52,3489,3.5,407
3332,52,3578,2.5,35
3334,52,3623,4.0,220
3340,52,3793,3.5,63
3343,52,3948,3.5,167
3349,52,4306,4.0,36
3358,52,4886,3.5,67
3359,52,4896,4.0,115
3360,52,4963,4.5,91
3361,52,4973,3.0,89
3362,52,4993,1.5,19
3363,52,5218,4.0,186
3367,52,5349,3.0,83
3368,52,5378,4.0,159
3369,52,5418,4.0,100
3370,52,5445,4.5,88
3371,52,5459,4.5,322
3372,52,5481,3.0,285
3375,52,5816,4.0,129
3377,52,5952,2.0,25
3378,52,5989,3.5,97
3381,52,6365,3.5,148
3382,52,6373,3.0,249
3384,52,6539,4.0,44
3386,52,6874,1.5,70
3387,52,6934,4.0,211
3388,52,6942,4.0,339
3389,52,7143,4.0,310
3390,52,7153,1.5,26
3392,52,7438,1.5,105
3397,52,8360,4.0,160
3398,52,8368,4.0,153
3399,52,8529,4.5,480
3401,52,8636,3.0,212
3402,52,8644,4.0,324
3403,52,8665,4.0,234
3406,52,8961,3.5,78
3410,52,30793,3.5,325
3416,52,32587,3.0,193
3418,52,33493,4.5,214
3420,52,33679,4.0,340
3421,52,33794,3.5,92
3422,52,34048,3.5,440
3424,52,34162,3.0,360
3429,52,40815,4.0,250
3430,52,41566,3.0,316
3432,52,44191,2.5,137
3434,52,45447,3.5,459
3435,52,45499,3.5,422
3440,52,49272,4.0,202
3443,52,50872,3.5,243
3445,52,51662,3.5,209
3447,52,52973,3.5,426
3449,52,53125,4.0,382
3454,52,54286,4.0,203
3458,52,58559,3.5,43
3460,52,59315,4.0,152
3464,52,59784,3.5,402
3469,52,63082,3.5,251
3476,52,68954,4.5,119
3477,52,69122,3.5,229
3481,52,69844,4.0,350
3482,52,70286,3.5,287
3485,52,72998,4.0,145
3486,52,73017,2.5,351
3492,52,76093,3.5,415
3494,52,77561,4.0,484
3496,52,78499,4.0,389
3498,52,79132,3.5,51
3504,52,80463,3.0,371
3508,52,81834,3.0,489
3509,52,81845,3.5,352
3516,52,88125,4.0,446
3520,52,89745,4.0,262
3522,52,91500,3.5,399
3523,52,91529,3.5,224
3537,52,96079,4.0,441
3542,52,99114,3.5,246
3573,52,106782,3.0,393
3584,52,109374,3.5,423
3585,52,109487,3.0,240
3602,52,112852,4.0,342
3609,52,116797,2.5,445
3621,52,122882,3.5,474
3626,52,122904,3.5,400
4194,35,6,3.5,127
4195,35,16,2.5,197
4196,35,21,3.0,172
4199,35,32,3.5,31
4200,35,47,3.0,15
4201,35,50,3.5,13
4202,35,62,3.5,208
4203,35,95,2.0,192
4204,35,110,3.5,7
4205,35,145,1.5,430
4207,35,161,3.0,125
4208,35,172,3.0,413
4211,35,253,3.0,107
4212,35,260,4.0,5
4214,35,293,4.5,64
4215,35,296,4.5,2
4216,35,300,2.0,200
4217,35,316,4.0,55
4218,35,318,3.5,1
4219,35,337,3.5,219
4221,35,349,3.0,102
4222,35,353,3.0,293
4223,35,356,4.0,0
4224,35,377,1.5,34
4226,35,442,1.0,205
4228,35,457,3.0,22
4229,35,474,2.5,256
4231,35,480,2.5,6
4234,35,508,3.5,281
4236,35,527,3.0,9
4238,35,541,4.0,79
4239,35,553,3.0,283
4240,35,555,3.0,289
4241,35,589,4.5,8
4242,35,590,4.0,38
4243,35,592,2.5,23
4244,35,593,2.5,3
4246,35,608,3.0,28
4252,35,733,1.0,84
4253,35,736,2.5,80
4254,35,778,3.5,130
4255,35,780,3.0,16
4257,35,858,4.5,21
4259,35,899,2.0,475
4260,35,924,3.0,108
4262,35,1036,2.0,47
4265,35,1080,3.5,171
4266,35,1089,3.0,68
4267,35,1092,2.5,473
4269,35,1101,3.0,196
4272,35,1136,3.5,60
4274,35,1196,4.0,12
4275,35,1197,2.5,52
4276,35,1198,2.5,18
4277,35,1199,2.0,338
4278,35,1200,4.0,76
4279,35,1201,4.0,244
4280,35,1206,2.5,86
4281,35,1208,3.0,113
4283,35,1210,4.0,20
4284,35,1213,4.0,75
4285,35,1214,3.5,45
4286,35,1215,3.5,432
4287,35,1221,4.0,73
4288,35,1222,4.0,128
4289,35,1230,2.0,356
4291,35,1234,3.0,296
4292,35,1240,4.5,69
4299,35,1275,2.0,460
4300,35,1276,3.5,370
4302,35,1356,3.5,166
4303,35,1358,4.0,481
4305,35,1374,2.5,312
4307,35,1466,3.0,419
4309,35,1517,2.5,134
4310,35,1527,4.5,94
4311,35,1580,3.0,37
4312,35,1584,3.5,198
4315,35,1608,2.0,353
4316,35,1610,4.5,169
4317,35,1617,3.0,141
4318,35,1625,2.0,217
4319,35,1641,2.5,377
4320,35,1645,2.5,433
4321,35,1653,3.5,185
4323,35,1682,1.5,77
4324,35,1704,3.0,53
4325,35,1729,2.5,470
4326,35,1732,4.0,116
4327,35,1748,3.5,472
4331,35,1921,4.0,486
4333,35,1994,2.5,487
4334,35,2000,2.0,230
4335,35,2012,2.5,173
4338,35,2028,3.5,24
4341,35,2105,4.0,437
4343,35,2194,3.5,288
4346,35,2268,3.0,364
4349,35,2329,2.5,72
4350,35,2353,2.5,271
4356,35,2502,2.0,150
4357,35,2539,1.5,488
4358,35,2542,3.0,272
4359,35,2571,4.0,4
4362,35,2628,4.0,57
4363,35,2683,2.5,85
4365,35,2701,1.5,412
4366,35,2706,3.0,126
4367,35,2716,1.5,87
4368,35,2762,3.0,29
4369,35,2763,2.0,462
4371,35,2858,4.0,14
4374,35,2916,3.0,174
4378,35,2959,3.5,10
4380,35,2985,3.0,253
4381,35,2997,2.5,138
4384,35,3033,3.0,337
4385,35,3052,3.0,210
4389,35,3147,2.5,101
4394,35,3175,1.5,232
4395,35,3176,3.0,453
4411,35,3408,3.0,254
4416,35,3535,4.0,341
4420,35,3578,4.0,35
4426,35,3793,3.5,63
4427,35,3911,3.0,410
4429,35,3949,2.0,146
4433,35,3994,3.0,241
4434,35,3996,2.5,103
4435,35,4011,3.5,154
4438,35,4022,3.5,136
4439,35,4027,3.5,151
4440,35,4034,3.0,255
4444,35,4226,3.5,41
4450,35,4370,3.0,380
4456,35,4776,2.0,434
4460,35,4878,4.0,109
4462,35,4993,3.0,19
4463,35,4995,3.0,81
4465,35,5010,4.5,448
4471,35,5349,3.5,83
4472,35,5378,4.0,159
4473,35,5418,3.5,100
4474,35,5445,3.5,88
4476,35,5464,3.0,456
4477,35,5502,3.0,305
4487,35,5952,3.5,25
4489,35,5956,2.0,387
4490,35,5989,3.5,97
4494,35,6333,2.5,228
4495,35,6365,3.5,148
4496,35,6378,2.0,345
4498,35,6502,3.0,354
4501,35,6539,2.0,44
4506,35,6711,2.5,238
4511,35,6870,3.0,425
4512,35,6874,4.0,70
4514,35,6934,3.5,211
4525,35,7143,3.5,310
4526,35,7153,3.5,26
4528,35,7361,2.5,71
4529,35,7438,4.0,105
4531,35,7458,4.0,464
4541,35,8361,2.5,443
4546,35,8636,3.0,212
4547,35,8641,3.0,372
4548,35,8644,4.0,324
4549,35,8665,3.5,234
4552,35,8874,2.0,222
4558,35,8961,3.5,78
4575,35,30707,4.0,427
4576,35,30749,4.0,465
4582,35,32587,3.5,193
4584,35,33166,2.0,449
4585,35,33493,4.0,214
4588,35,33679,2.0,340
4589,35,33794,4.5,92
4590,35,34048,3.5,440
4593,35,34405,4.5,444
4612,35,41566,2.5,316
4621,35,44191,3.0,137
4628,35,46578,2.0,221
4630,35,47099,3.0,497
4635,35,48385,4.0,291
4636,35,48516,2.5,114
4638,35,48774,3.0,295
4639,35,48780,1.5,170
4643,35,49272,3.5,202
4645,35,49530,4.5,416
4652,35,51255,1.0,327
4655,35,51662,4.5,209
4668,35,54286,4.0,203
4669,35,54503,3.5,391
4684,35,55820,4.5,300
4687,35,56174,4.0,311
4688,35,56367,2.5,286
4698,35,58559,3.5,43
4702,35,59315,4.5,152
4707,35,60069,4.0,122
4736,35,63082,4.0,251
4755,35,68358,3.5,344
4758,35,70286,4.5,287
4763,35,72998,5.0,145
5875,54,3,4.0,418
5876,54,7,3.0,394
5877,54,10,5.0,66
5878,54,11,5.0,257
5879,54,16,5.0,197
5880,54,19,2.0,177
5881,54,21,4.0,172
5883,54,47,4.0,15
5884,54,50,5.0,13
5886,54,95,3.0,192
5887,54,104,4.0,139
5888,54,110,4.0,7
5891,54,141,1.0,183
5893,54,150,5.0,17
5894,54,153,2.0,59
5895,54,161,3.0,125
5896,54,163,3.0,279
5897,54,165,2.0,49
5898,54,168,3.0,395
5899,54,173,2.0,314
5900,54,185,4.0,99
5901,54,186,4.0,463
5904,54,223,5.0,120
5905,54,225,4.0,421
5907,54,231,4.0,62
5911,54,253,5.0,107
5913,54,260,5.0,5
5915,54,288,5.0,157
5916,54,292,3.0,131
5917,54,296,5.0,2
5919,54,316,2.0,55
5920,54,318,4.0,1
5921,54,333,5.0,436
5922,54,344,2.0,40
5923,54,349,4.0,102
5924,54,350,4.0,369
5925,54,353,2.0,293
5926,54,356,5.0,0
5929,54,364,4.0,32
5930,54,368,3.0,236
5933,54,380,3.0,30
5937,54,410,2.0,191
5942,54,420,3.0,346
5944,54,432,3.0,386
5946,54,434,4.0,132
5948,54,442,4.0,205
5949,54,457,4.0,22
5951,54,466,2.0,330
5953,54,485,3.0,411
5957,54,509,4.0,321
5958,54,520,2.0,261
5960,54,527,4.0,9
5964,54,552,4.0,317
5965,54,553,5.0,283
5966,54,555,5.0,289
5967,54,586,2.0,93
5968,54,590,4.0,38
5969,54,592,3.0,23
5970,54,593,5.0,3
5971,54,597,5.0,61
5976,54,648,5.0,39
5977,54,708,4.0,348
5978,54,733,2.0,84
5979,54,780,2.0,16
5981,54,784,2.0,398
5983,54,788,4.0,199
5985,54,858,5.0,21
5987,54,912,5.0,135
5988,54,924,5.0,108
5993,54,1036,4.0,47
5997,54,1079,3.0,247
5999,54,1089,5.0,68
6000,54,1090,5.0,302
6003,54,1097,4.0,82
6005,54,1101,5.0,196
6007,54,1127,4.0,306
6009,54,1196,3.0,12
6010,54,1197,5.0,52
6011,54,1210,5.0,20
6012,54,1213,5.0,75
6013,54,1221,5.0,73
6014,54,1222,5.0,128
6017,54,1246,5.0,184
6018,54,1265,5.0,50
6020,54,1270,4.0,33
6022,54,1302,4.0,376
6023,54,1307,4.0,187
6026,54,1370,2.0,266
6028,54,1374,4.0,312
6031,54,1391,2.0,182
6032,54,1393,4.0,188
6037,54,1466,4.0,419
6042,54,1485,4.0,237
6045,54,1500,5.0,335
6047,54,1517,5.0,134
6048,54,1552,3.0,336
6049,54,1573,4.0,216
6050,54,1580,4.0,37
6052,54,1608,4.0,353
6053,54,1610,4.0,169
6055,54,1617,2.0,141
6057,54,1625,4.0,217
6058,54,1641,3.0,377
6060,54,1645,4.0,433
6061,54,1653,5.0,185
6067,54,1682,3.0,77
6070,54,1704,5.0,53
6073,54,1729,4.0,470
6074,54,1784,5.0,147
6085,54,1923,4.0,118
6086,54,1961,4.0,149
6087,54,1968,4.0,98
6090,54,2000,5.0,230
6091,54,2001,4.0,482
